Unnamed: 0,h_cover,v_cover,cluster,area
758,1.0,1.0,130,53.63
759,1.0,1.0,427,26.2
760,1.0,1.0,129,305.38
761,1.0,1.0,450,32.75
762,1.0,1.0,284,93.52
763,1.0,1.0,6,27.72
764,0.9777486910994764,1.0,607,7.64
765,0.9390636611345058,1.0,505,40.37
766,0.9998049034271964,1.0,143,153.77
767,0.9453044375644996,1.0,735,9.69
768,0.9994717379820393,1.0,256,18.93
769,0.9434167573449402,1.0,753,9.19
770,1.0,1.0,127,240.21
771,1.0,1.0,156,16.47
772,1.0,1.0,382,345.88
773,0.9894662921348314,1.0,602,14.24
774,1.0,1.0,275,33.6
775,0.9810874704491724,1.0,646,12.69
776,0.999486389316898,1.0,66,19.47
777,1.0,1.0,259,47.13
778,0.9724819950553584,1.0,582,93.03
779,0.9826889786497404,0.999038276591652,580,103.98
780,1.0,1.0,311,10.55
781,1.0,1.0,286,6.25
782,1.0,1.0,297,45.46
783,0.999957677331979,1.0,20,236.28
784,0.9999559422843926,0.9999559422843926,144,453.95
785,0.9559082892416224,1.0,782,39.69
786,0.9514314928425358,1.0,528,19.56
787,0.998980632008155,1.0,394,9.81
788,1.0,1.0,10,97.54
789,0.9241952232606436,1.0,479,19.26
790,1.0,1.0,159,14.19
791,1.0,1.0,306,6.04
